要点脸w,包头,酷炫 好看 结局很暖心,5.0,2018-12-02 23:05:34
好帅,东莞,还可以不，和日本的寄生兽差不多，电影版的剧情虽然没有什么联系，但是寄生兽都是差不多的。,4.0,2018-12-02 23:04:02
࿆鼎创  汽贸,浏阳,毒液不错，为民爾战,5.0,2018-12-02 23:03:56
相濡以沫沫沫末,东莞,好看，无尿点,5.0,2018-12-02 23:03:44
Mr.Liu,深圳,一般，有续集会来看,2.5,2018-12-02 23:02:44
每人一团美,北京,"剧情紧凑 很刺激
人物性格很有特点 肾上腺指数 8颗星",5.0,2018-12-02 23:02:36
TEg560608469,杭州,超级的好看了,5.0,2018-12-02 23:02:24
_qqd3k1441545930,沭阳,毒液真帅。晋级男神。,5.0,2018-12-02 23:01:35
图颖,诸暨,还不错的电影。,5.0,2018-12-02 23:00:29
柚柚柚子妹妹,攀枝花,好看，值得一看,5.0,2018-12-02 23:00:28
凉凉（≧∇≦）,广州,好看！很酷。,4.5,2018-12-02 23:00:13
安之若素,三台县,就是感觉没有看够 哈哈哈 ,4.5,2018-12-02 23:00:05
lUz133409495,枣庄,非常好看啊，还想再看一遍,5.0,2018-12-02 22:59:52
kdE456869305,郴州,环节紧凑，让人看完欲罢不能，带小朋友去看，现在毒液是他偶像了。哈哈,4.5,2018-12-02 22:59:46
分心.,广安,和男朋友一起去看的，跟想象的一样好看。推荐好评，感觉很好,5.0,2018-12-02 22:59:20
上学族°,盐城,感动又刺激。。,5.0,2018-12-02 22:59:13
霆岩锋狂,长春,还不错，觉得挺好看的。,4.5,2018-12-02 22:58:51
清竹,昆明,挺好看的，****,4.5,2018-12-02 22:58:45
人间失格,江阴,观影体验极佳√,5.0,2018-12-02 22:57:06
挣脱命运困锁,乐山,第一次一个人去看电影，看着别人都有伴儿，心里还有点失落。电影开始之后完全沉浸进去了！真的棒！,5.0,2018-12-02 22:57:00
三鹿有毒,阜阳,定影是不错就是软件比较鸡肋，可以订票不可以退票和该场次，最后一部看见李老爷子客串电影了,3.0,2018-12-02 22:56:53
hxZ458092243,成都,我就哭了一次，我的泪点成长了。,4.5,2018-12-02 22:56:42
VHB155800105,海东,非常好，很好看,4.5,2018-12-02 22:55:51
户主：吃货一枚,玉林,虽然有急事要走没看完，但是单单看了一个小时，都觉得好看。还带点搞笑的！,5.0,2018-12-02 22:55:35
Uou458009286,湛江,不错看起来搞笑又好看,5.0,2018-12-02 22:55:32
MR24K,郑州,剧情有点扯淡,2.5,2018-12-02 22:54:23
vZn511490848,信宜,情节普通。。,3.0,2018-12-02 22:54:11
奥特曼地纳尼,上海,酷  很喜欢  积极向上,5.0,2018-12-02 22:53:53
生生不息,昆明,超级超级超级好看,5.0,2018-12-02 22:53:53
BDm359854395,九江,真的非常好看,4.5,2018-12-02 22:51:58
HcW40943036,常州,感觉一般。有点搞笑,4.0,2018-12-02 22:51:45
HHf997582043,毕节,一般般，也没啥亮点,3.0,2018-12-02 22:51:09
dj19d,宜兴,惊恐不失幽默,5.0,2018-12-02 22:50:57
MalexU,广州,好看，像喜剧片。。基情满满,5.0,2018-12-02 22:50:22
戒不掉你的傻笑づ,调兵山,大爱  毒液,5.0,2018-12-02 22:48:46
哒哒儿,贵阳,整体效果还是可以，棒棒哒！,5.0,2018-12-02 22:48:30
Amdoalien,拉萨,比想象的要好很多。毒液是蜘蛛侠系列中的反派，电影中的毒液让我想起了游戏虐杀原型中的主角，一样的技能。,3.5,2018-12-02 22:47:48
脸红的思白期,南昌,超级好看看看看！！！,5.0,2018-12-02 22:47:39
倩倩小Rachel,昆明,非常精彩，好看到炸！！！从开始炸到最后，哈哈哈,5.0,2018-12-02 22:47:38
LFt840735901,广元,还不错的！可以看下的😄,4.5,2018-12-02 22:47:10
瓶中的人头马,泸州,还不错。。。。,4.0,2018-12-02 22:46:51
peterY198303,长春,毒液小可爱！！！这是爱情片吧！！一定是！！！,5.0,2018-12-02 22:46:31
Uof501390122,百色,还不错还不错,4.5,2018-12-02 22:46:17
🐱,哈尔滨,超可爱的毒液 ,5.0,2018-12-02 22:46:07
Oxx701353312,连云港,前面还可以，总感觉中间进展有一点点快,3.5,2018-12-02 22:45:35
因为,德州,温暖存在于任何一切的事物中,5.0,2018-12-02 22:45:04
都滚啊919,嘉兴,超级好看的，毒液超级棒,5.0,2018-12-02 22:44:04
天峰傲岳,济南,好，很好非常好,5.0,2018-12-02 22:43:51
琰皓,衡阳,电影还不错，诙谐幽默，场面劲爆、大气恢宏,5.0,2018-12-02 22:43:47
传说中的修罗,黔南,挺幽默的，不错不错。可以刷两遍，不过瑕疵还是有那么一小点，前面铺的太长了，主内容上稍微显得有些不足，期待第二部,5.0,2018-12-02 22:42:15
邦德华纳教育杨老师,惠州,不错吧，挺好的,5.0,2018-12-02 22:41:29
你的女孩Si,南昌,搞笑感动好看,5.0,2018-12-02 22:41:26
虞若兮,金华,好看好看好看,5.0,2018-12-02 22:41:20
yKj594256808,厦门,真的很好看，动作精细。不过电影里似乎出现一些种族歧视？反正看了以后觉得有些不大舒服,5.0,2018-12-02 22:40:48
tNb305855626,武汉,确实还不错，也没有那么高的评价。,4.0,2018-12-02 22:40:43
被伤了的心还能相信谁？,东莞,好好看好好看,5.0,2018-12-02 22:40:22
Zoh308810771,邢台,画面清晰，3D效果不错,5.0,2018-12-02 22:40:06
白杨水晶,西安,还可以吧，异形版的变形金刚,4.5,2018-12-02 22:39:24
宁智鹤,永州,还好吧，等待着复联4,4.0,2018-12-02 22:38:46
yWV239984827,铜梁,还是可以看，唯一一个反派英雄,4.5,2018-12-02 22:38:42
猫蝮蛇老大,北京,凑凑合合，虎头蛇尾。,4.0,2018-12-02 22:38:28
國華,中山,刺激，好看极了，值得推荐,5.0,2018-12-02 22:37:41
欢乐家装饰公司,资阳,史上最强毒液，没有之一,5.0,2018-12-02 22:37:34
空谷幽兰,兴城,好片，佩服美国人的想象力！场面震撼，还带着美国人式的幽默，好看,5.0,2018-12-02 22:37:21
Anthem772,广州,毒液的弱点是电磁波(눈_눈),5.0,2018-12-02 22:37:15
ygW544942099,西安,挺好看的介绍你们可以看看,4.5,2018-12-02 22:36:32
AAA旋转吧大驰君,沈阳,影院一共五个人，两对情侣，让我这单身狗情何以堪。一场电影狗粮吃的撑到爆这就是我的影评。,5.0,2018-12-02 22:36:26
乱世浮生樱花,武汉,漫威从未让人失望,5.0,2018-12-02 22:36:14
新野紫狼,天津,可惜，震撼人心,4.0,2018-12-02 22:36:00
似曾相识9768,铜仁,一般一般一般,4.5,2018-12-02 22:35:53
Sl猫头鹰,无锡,不错，很好看,5.0,2018-12-02 22:35:42
uZM391770867,南宁,外星生命寄生人类开展斗争~就是形象难看了~,4.0,2018-12-02 22:34:37
好吗，好的,陇南,还可以值得看一下,4.0,2018-12-02 22:34:36
xRz51795672,迁安,这个毒液，有点萌……,5.0,2018-12-02 22:34:35
Nhk770141475,重庆,非常好看的一部电影,5.0,2018-12-02 22:34:11
优秀.,乐清,好震撼 好夺目 好炫彩 感觉人生已经到达了巅峰,5.0,2018-12-02 22:33:15
🌸👗衣橱👠,广州,很好看很好看,5.0,2018-12-02 22:32:42
zj5201314030,成都,万达的感觉就是好,5.0,2018-12-02 22:32:12
雪柳夜翔,南宁,完全为了汤老师,4.5,2018-12-02 22:32:10
VCe878587149,咸阳,感觉一般般吧、有点仓促的结局……还有莫名觉得反派好可爱,4.0,2018-12-02 22:31:50
A战神姐姐,深圳,特效还行，还有打戏,3.5,2018-12-02 22:31:25
飛扬扬,青岛,好好好好好好,5.0,2018-12-02 22:31:25
晖,天津,非常值得一看，漫威出品必属精品,5.0,2018-12-02 22:30:57
zhanglu168205,张家口,好看，开始还有点吓人，最后挺温馨的,4.0,2018-12-02 22:30:29
卡娜010823,宿迁,没仔细看买成4D的了，全身心都在感受 太刺激哈哈，电影很精彩，,5.0,2018-12-02 22:30:28
k哥,崇州,打斗精彩情节感人，值得推荐！,4.5,2018-12-02 22:29:48
d.小逗熊,佛山,毒液很可爱~！！！,5.0,2018-12-02 22:29:26
华信模具钢材,顺德,一般般，有点看不明白。,3.5,2018-12-02 22:29:24
fHg976265308,上海,还行，剧情简单,5.0,2018-12-02 22:29:09
~心灵的归宿~,盐城,特技真心拍的不错，情节也让人看的满意！是一部不错的片子！！！希望以后能看到第二部！,5.0,2018-12-02 22:28:40
赵冰,南京,特好看，好看好看,5.0,2018-12-02 22:27:53
YRs817658538,仪征,不错不错，就是没有完整版,4.0,2018-12-02 22:27:13
淸莲,常州,好看，搞笑，又有点教育意义，本人觉得非常不错👍,5.0,2018-12-02 22:26:55
洪新华,广州,视觉上非常震撼！,4.5,2018-12-02 22:26:13
qlr637377913,鄂尔多斯,期待了很久，没辜负我的期望,4.5,2018-12-02 22:25:42
GIF857918952,兰州,毒液不要太厉害了,5.0,2018-12-02 22:25:12
耽耽君,银川,还行吧，就是故事最后转折有点大,4.0,2018-12-02 22:24:40
魔攻,重庆,好看，前缀有点长，后面20分钟没有辜负希望，期待2,4.5,2018-12-02 22:24:37
大不列颠国王,北京,非常好我很喜欢,5.0,2018-12-02 22:24:23
Fenny_hoo,广州,好看，剧情紧凑比想象中的好看,5.0,2018-12-02 22:24:20
_qqmn41441458393,东港,好看，题材很新颖,4.5,2018-12-02 22:24:17
yoyo_66_99,海口,嗯～漫威的每一部都值得期待，开发脑洞,4.5,2018-12-02 22:23:26
山有木兮木有肉肉,湖州,毒液一般，还可以，这个差评是写给观影过程的，屏幕播放有问题，暗，看不清字，模糊，投影大屏幕上有一部分是空白的,1.5,2018-12-02 22:23:22
一羽繁思,宁乡,电影院太差了,2.0,2018-12-02 22:22:57
iris_wu_summer,成都,虽然超喜欢这个贱嘴的外星寄生体，但是对于R降成pg13始终耿耿于怀～但对于抱着看电锯惊魂心思的我却走错了房间，看了一部马达加斯加一样～虽然依然很好看，但是总是少了些血脉喷张的感觉～,4.0,2018-12-02 22:22:55
万先生WZX,重庆,片子还行    没有失望,5.0,2018-12-02 22:22:42
Phd Banner,深圳,剧情风趣幽默，挺好的，漫威的铁粉，汤老师演得很好,5.0,2018-12-02 22:22:10
旧巷饮雨人,南充,可以吧，就是被美化了，毒液不怎么好看了,3.5,2018-12-02 22:22:03
念 念,无锡,没有那么多的玄机，就两个字――真精彩，真刺激！,4.5,2018-12-02 22:21:15
sjg345717362,常州,看到老爷子了,5.0,2018-12-02 22:20:21
舍瓦milan1976,如皋,这导演和制片，编剧的思维太强大了，佩服佩服！,4.5,2018-12-02 22:18:49
猪的心理学,南京,不错，很喜欢,4.5,2018-12-02 22:18:24
LiZ939413225,广州,不错 ，这部电影好看,4.5,2018-12-02 22:18:16
流金岁月,深圳,故事情节紧凑，值得一看！,4.5,2018-12-02 22:18:13
撄宁,成都,漫威电影主题一如既往的脑洞大开，剧情也一如既往的简单,4.0,2018-12-02 22:17:20
cjU346064783,玉林,总体来说还可以。,5.0,2018-12-02 22:16:59
moai2325065！,宁波,"看的热血沸腾，
反正就是强烈推荐",5.0,2018-12-02 22:16:41
_weixin267235279,淮阳,幽默风趣，很不错！特效也很赞,4.5,2018-12-02 22:16:35
qazsp,天水,很刺激！推荐大家看。,5.0,2018-12-02 22:16:25
一宇,深圳,刷了两遍 喜欢，可以去看一下！,5.0,2018-12-02 22:16:11
kiI696087568,北京,毒液很萌_(:з」∠)_,5.0,2018-12-02 22:15:24
RnAtRa,青岛,还行。。。。,5.0,2018-12-02 22:14:36
吉祥如意、美好回忆、,顺德,非常精彩、情节引人入胜,5.0,2018-12-02 22:12:43
rHu131329242,惠州,很不错的一部电影,5.0,2018-12-02 22:12:27
南岭以北,永州,套路，没有新意。,3.5,2018-12-02 22:12:22
Lxg750510,武汉,还行。有点假，不科学。,4.5,2018-12-02 22:11:16
青春的绽放8911,连云港,比较刺激！,4.5,2018-12-02 22:10:22
pa你姐超美,中山,刺激…………,5.0,2018-12-02 22:10:09
菇凉莪莈杺！,张家界,看着还行……,4.0,2018-12-02 22:10:08
泡菜桔梗,沈阳,造型师 你赢啦…,5.0,2018-12-02 22:09:37
欣鑫978,北京,终于看了。一个坚持自己然后被现实打败的撸瑟，机缘巧合被一个萌萌哒的怪异想法的外星家伙当成了宿主。话说公寓逃脱那大段戏太痛快了！看的好爽。喜欢毒液！有个性，会选择。宿主么，一般般吧。居然不恶心，估计有剪。很开心没有漏掉它。,3.5,2018-12-02 22:09:18
cnc539761397,厦门,不错的电影，很精彩。,4.5,2018-12-02 22:09:18
尤志丰,桐乡,好久没看到这么好的电影了，值得一看。,5.0,2018-12-02 22:09:00
燕阡陌,平顶山,还行吧，还行吧,5.0,2018-12-02 22:08:31
A.煦煦,长春,非常好非常好看,5.0,2018-12-02 22:07:29
过味hhh,钟祥,睡着了，哈哈哈,5.0,2018-12-02 22:07:23
如果还有明天,文山,挺好的 视觉效果不错,4.5,2018-12-02 22:07:17
matthew121,无锡,呵呵红红火火好好好好,5.0,2018-12-02 22:06:15
luB170680680,上海,有点搞笑，，，,4.0,2018-12-02 22:05:04
路人甲。,太原,很好看，尤其是最后的那一段,5.0,2018-12-02 22:04:51
玫瑰4536,武汉,还可以，没那么吓人,4.0,2018-12-02 22:02:36
王氏伟业古典家具👑王伟,仙游县,小孩子看的很开心,5.0,2018-12-02 22:02:36
32号〃向你告白,合江县,挺好的吧，比上不足比下有余,3.5,2018-12-02 22:02:30
嗣晨_酷,阜阳,太好看了，环境不错,5.0,2018-12-02 22:02:26
Stuart_qin,杭州,用这个救命多好啊，捅死之后都能救活...,4.5,2018-12-02 22:01:59
景泰Ty,洛阳,还行吧。看着比较爽,3.5,2018-12-02 22:01:58
悠闲的白羊座,海口,超级好看！七号厅观感绝对动感十足！,5.0,2018-12-02 22:01:35
孤独是一种属性,济南,以为是科幻特别严肃的电影，感觉会比较恐怖，到和我想象的不太一样，剧情有些喜感，总体还是不错的，是不是还有续集，期待,5.0,2018-12-02 22:01:35
乐无限2007,石家庄,一如既往的漫威风格，结局有点烂，坑太深。毒液转变态度太快了，除了特效，剧情有点不紧凑,3.0,2018-12-02 22:01:12
Amy,衡阳,好看鸭，有点害怕，有点萌萌哒，可爱死了，毒液和暴乱造型一样，差点分不清，不过毒液好幽默，喜欢happy end～,5.0,2018-12-02 22:00:52
Yxx-u,北京,好看呢。还想再看一次,5.0,2018-12-02 22:00:48
晨光露珠88419863,盐城,特别好看 超爽,5.0,2018-12-02 22:00:38
y媛,上海,非常好看集游戏动画和真人结和的一部科技电影大作震撼！棒棒哒👍 👍 👍 ,5.0,2018-12-02 22:00:22
罗肆两,衡阳,一部比较合格的爆米花电影,4.0,2018-12-02 22:00:18
拾起673,岳阳,贼好看！！！,5.0,2018-12-02 22:00:15
Meisner,常州,很不错的电影,5.0,2018-12-02 22:00:11
knight简,绍兴,非常不错的爆米花电影,4.0,2018-12-02 21:59:17
周金喜美团,柳州,电影院居然没3d眼镜，真是好无语😓,0.5,2018-12-02 21:58:32
fMJ229648488,鞍山,看的得好累，不轻松！,4.0,2018-12-02 21:58:09
Lc美丽的天使,襄阳,一般般吧，不是特别好看,5.0,2018-12-02 21:57:50
来一份鸡米花,中山,热血 幽默 激情,5.0,2018-12-02 21:57:46
Yoonsea0309,湛江,很精彩鸭这部电影,5.0,2018-12-02 21:57:39
FrD136320312,北京,效果不错，值得观看,4.0,2018-12-02 21:57:38
ldr269710701,北京,太帅啦！特别好看！,5.0,2018-12-02 21:57:26
BMp316805926,吴江,电影好看不错,5.0,2018-12-02 21:57:11
jXs966217531,呼和浩特,好看好看的电影,4.5,2018-12-02 21:56:50
FDK331265958,晋城,"经典漫威套路 喜欢超级英雄的可以看 
剧情一般",4.0,2018-12-02 21:56:30
笑笑,东莞,搞笑，看着能逗人乐 ，感动，能感染的保护欲。,5.0,2018-12-02 21:56:19
JGp855580869,梧州,期待太大，其实一般般啦,3.5,2018-12-02 21:56:15
c  .喵     喵,北京,挺搞笑电影不错,5.0,2018-12-02 21:55:55
冰玫蓝筱451,伊宁,好看，很喜欢，棒棒哒！,5.0,2018-12-02 21:55:38
™:D,铜仁,还可以。就是动作场面太少不够看,4.0,2018-12-02 21:54:50
Mr F's sunshine.💋,太原,很好看，推荐,5.0,2018-12-02 21:54:46
上上谦126,哈尔滨,"skr
skr",5.0,2018-12-02 21:54:43
qzuser,重庆,不错嗯嗯是这样,2.5,2018-12-02 21:54:27
高山流水98397,深圳,还行，就是天秀。男主被绿拯救世界。,4.0,2018-12-02 21:54:19
WeN208506254,天津,就那样吧 剧情什么的牵强附会 打斗场面还不错,2.5,2018-12-02 21:54:01
Tony华夏,深圳,不错推荐可以看看,4.5,2018-12-02 21:53:46
Yyq656169097,牡丹江,场面精彩，故事简单,4.0,2018-12-02 21:53:23
老太太之吻,石家庄,当我抱着被励志的心态走进《恐龙王》的场次时才发现，陪伴我的只有周围小孩子的惊吓；当我抱着惊悚刺激的多心态走进《毒液》的场次时才发现，陪伴我的只有周围大叔们肆无忌惮的笑声！,3.5,2018-12-02 21:52:36
王丹,辽阳,很好看很精彩,5.0,2018-12-02 21:52:08
阿丹lll,北京,可以可以可以,5.0,2018-12-02 21:51:57
SXW136926555,中山,！！！！！！！！！！！！！,5.0,2018-12-02 21:51:56
Zgm273119169,咸阳,电影真的很好看，故事情节紧凑，打斗场面很震撼，人物很新颖，男孩心中又有了一个超级英雄,5.0,2018-12-02 21:51:10
ZXm751746500,无锡,很好看，惊悚中不乏幽默感,4.5,2018-12-02 21:50:34
lqq394097881,温岭,一般，还可以，就是不感人,5.0,2018-12-02 21:50:32
旧梦心子,石家庄,不错不错不错,5.0,2018-12-02 21:50:19
lt007009,唐山,比我想象的要好，傲娇的毒液遇到汤甜很有喜感。,5.0,2018-12-02 21:50:16
旧街顾港,永州,好嗨哟，感觉人生已经到达了高潮,5.0,2018-12-02 21:50:12
ReT939806730,昆山,感觉就是一个加强版的蜘蛛侠，剧情有些生硬，毒液一个外星生物，一下子变成地球保护者，反转的理由太牵强，甚至尴尬！还有一点就是，他太丑了😂😂,3.0,2018-12-02 21:49:50
iug688816858,哈尔滨,很好看！！！,5.0,2018-12-02 21:48:49
Plp278855785,昆明,好看好看好看,5.0,2018-12-02 21:48:43
纳兰玉,安康,很棒很好看。毒液啊。。毒液的声音很有魅力。剧情好看。。,5.0,2018-12-02 21:48:26
飞翔的小龙龙,青岛,前面铺垫太长了！可能跟毒液怎么来的要交代清楚有关吧！,4.0,2018-12-02 21:47:43
木子李士心志超,邯郸,除了有点恶心，其他还行，很燃,5.0,2018-12-02 21:47:38
mbA819560331,张家口,"搞笑
厉害了",5.0,2018-12-02 21:47:02
hello啡,茂名,好帅的毒液  太可爱了  哈哈哈,5.0,2018-12-02 21:46:54
这个杀手不太冷45,南京,很好(✪▽✪),4.5,2018-12-02 21:45:31
花清水香何处忆,长春,嗯，还可以，不错,5.0,2018-12-02 21:45:05
〖 _+ _ =🏍🚗🚁🛥🏡〗,苏州,看了之后，我也想要一个喜欢吃薯片和巧克力的毒夜🙈🙈🙈,5.0,2018-12-02 21:45:02
byu418582705,北京,闺女喜欢，很有喜感，就是不知道毒液这么做算不算外奸？,4.5,2018-12-02 21:44:31
_qqvwn1324914560,西宁,棒棒的，效果很好,5.0,2018-12-02 21:43:52
摇曳的金星星,哈尔滨,nullnull,4.0,2018-12-02 21:43:14
PPD277102512,重庆,有点搞笑〜(￣▽￣〜),4.0,2018-12-02 21:42:51
lOf915323939,新郑,很好很不错，值得一看,4.5,2018-12-02 21:42:43
elisa💕,广州,如果可以 我也希望我是毒液 保护你,5.0,2018-12-02 21:42:41
悶.,衡水,感觉特别刺激，好看哦,5.0,2018-12-02 21:42:40
沉默620,哈尔滨,一般，最后毒液很可爱,3.5,2018-12-02 21:42:32
lln815483497,青岛,儿子说挺好看的，,5.0,2018-12-02 21:42:06
Cvs908280394,连云港,看完后竟然发现挺喜欢丑丑的毒液,5.0,2018-12-02 21:41:48
TsL ～Boom～,重庆,特精彩，值得一看,5.0,2018-12-02 21:41:47
qianqianjs100,包头,儿子特别喜欢看电影周周一场,5.0,2018-12-02 21:41:30
EnL399334331,金昌,\^O^/可爱极了,5.0,2018-12-02 21:40:49
fanxuesong90,天津,毒液显得十分可爱，专吃坏人脑袋,5.0,2018-12-02 21:40:41
Knn164463043,兰州,不错不错不错,4.5,2018-12-02 21:40:08
秃头小驴驴,温州,看了这个之后 我会飞了,5.0,2018-12-02 21:40:04
caac100,衡阳,还不错好看呵呵,5.0,2018-12-02 21:39:45
周舟,鞍山,漫威，就是强👍 ,5.0,2018-12-02 21:38:44
jnm0708,恩施,特效9分，故事7分，,4.0,2018-12-02 21:38:42
Jsf261526209,东莞,好看，期待有第二部,4.5,2018-12-02 21:38:21
Duxufeng858,太原,不错不错很好看！！！！,5.0,2018-12-02 21:38:19
gQC869644436,菏泽,不错，值得推荐,5.0,2018-12-02 21:37:41
把天聊死,常州,开头没啥意思，平淡无奇，后面还是不错的,4.5,2018-12-02 21:37:26
PYe896224839,广州,挺好看的还喔,5.0,2018-12-02 21:36:37
呆头丷,成都,好看，科幻喜剧片,4.5,2018-12-02 21:36:33
DUv367684526,贵阳,去看寄生兽把,3.5,2018-12-02 21:36:25
Destiny.,重庆,毒液太可爱了叭哈哈哈哈哈哈哈哈好乖哦,5.0,2018-12-02 21:35:47
wxm小小满,南京,好看，觉得毒液很可爱,5.0,2018-12-02 21:35:03
liuyis1106,京山,不错不错哦不错,5.0,2018-12-02 21:34:32
Clou9,定西,还行吧，奔着特效来的,4.0,2018-12-02 21:34:22
_qq6v41426138375,郑州,还可以 就是感觉有点人物转换太快了 有点懵,3.5,2018-12-02 21:34:19
咫尺天涯,常州,还行吧    ,5.0,2018-12-02 21:33:54
vkb273982861,衡阳,还不错，可以，喜欢,5.0,2018-12-02 21:33:32
周惊其,乌鲁木齐,汤老师o(^o^)o,4.5,2018-12-02 21:32:52
seeor,长沙,"很好看 就是感觉被删减了不少吧
好想有个毒液 把我不喜欢的人的脑袋全部咬掉",5.0,2018-12-02 21:32:51
HQM1986717,宜昌,好看的电影推荐,4.0,2018-12-02 21:32:49
我了个大草。,昆明,一部电影囊括了爱情、动作、科幻、喜剧，真的超好看！爱上了Venom这个来自外星却和Eddy一起守护了地球！这个爱吃炸薯球和巧克力的大黑真的是全片的萌点！二刷、三刷、四刷都不介意！这也是Stan Lee最后一次出现在漫威电影里了吧！缅怀漫威之父！大爱Venom！,5.0,2018-12-02 21:32:47
若宇薇薇,北京,基情满满，都是爱啊,5.0,2018-12-02 21:32:44
璐璐,青县,很好看，这样类似的电影希望再多出一些；一直喜爱看这类的电影。棒棒哒！,5.0,2018-12-02 21:32:43
奋痘的考碗族,长春,哈哈哈漫威版寄生兽🤪,5.0,2018-12-02 21:32:37
yIS902899970,怀化,人性本善。zzzzzz,5.0,2018-12-02 21:32:32
JWO850407456,临沭,外国电影就是不一样！！！！！,5.0,2018-12-02 21:32:24
sgst32,肇庆,特技还是可以的,4.5,2018-12-02 21:30:49
Tsundere【傲娇】,献县,很好看，很刺激,5.0,2018-12-02 21:30:26
PGK245142548,武汉,真好没评语哈哈,5.0,2018-12-02 21:30:20
桑榆非晚。。,镇江,好看好看精彩,5.0,2018-12-02 21:30:18
灵魂710,承德,好看！！！！！！！！！,5.0,2018-12-02 21:29:51
尛爽子,鄂尔多斯,"太好看了。毒液可爱
",5.0,2018-12-02 21:29:35
F  ·  好系森  🌴,江华瑶族自治县,很逼真很精彩，就是有些太恶心🤢,5.0,2018-12-02 21:29:14
💫,吉林,二刷 还是很棒🦆,4.5,2018-12-02 21:29:04
idi609910502,长治,科幻片，还是会让你心跳加快的。不错的电影,5.0,2018-12-02 21:28:58
小洪玮,鞍山,挺好。结尾不是太明白。,5.0,2018-12-02 21:28:30
xing不再错过,郑州,不错挺好。科幻片,0.0,2018-12-02 21:28:08
洋洋洋,天津,很有意思。值得一看,5.0,2018-12-02 21:27:56
♓️,内江,挺好的。。。。,5.0,2018-12-02 21:27:48
城城901,包头,剧情一开始感觉有点恐怖，最后还挺逗！言简意赅！,4.0,2018-12-02 21:27:28
㍿ORZ,建湖,满分吧，第一个暗黑风格的超级英雄,5.0,2018-12-02 21:27:02
习惯就好,内江,可以的，推荐观看,5.0,2018-12-02 21:26:11
百年孤独之亡灵,开封,经常过来看，,5.0,2018-12-02 21:26:10
你被闹,鞍山,太棒了，值得一看,5.0,2018-12-02 21:26:08
天空,西安,毒液太可爱了，好好看,5.0,2018-12-02 21:25:50
missの楠🍁,三门峡,和老公看的 我都唠叨一个月了 今天终于有时间 超级超级好看 剧情紧凑 期待第二部,4.5,2018-12-02 21:25:30
曲患,运城,真好，明天会更好,5.0,2018-12-02 21:25:30
大雄的逆袭,招远,还不错，当爽片看，不要考虑剧情不合理之处,5.0,2018-12-02 21:25:20
健康饮食远离塑料,石家庄,同一天看了两遍，有多喜欢就不说了,5.0,2018-12-02 21:25:01
ZuF989430420,黔东南,很有爱的毒液,5.0,2018-12-02 21:24:43
黄燕,重庆,是一部轻松愉快的休闲电影，适合朋友们观看，带着爆米花。还挺欢乐的。,4.0,2018-12-02 21:24:20
覃冬影,珠海,看不明白，也看不懂什么意思，搞那么人物出来做那么多余的铺垫，郁闷死了，看得我一头雾水，太莫名其妙！我实在不懂评分怎么那么高的！！！,1.0,2018-12-02 21:23:56
xwh510492190,呼和浩特,不错不错不错,5.0,2018-12-02 21:23:25
MId915871202,深圳,真的很好看，震撼,5.0,2018-12-02 21:22:56
LJo249282134,深圳,不错不错不错,5.0,2018-12-02 21:22:34
OKK13596392745,吉林,环境还不错，观影效果好,5.0,2018-12-02 21:21:59
木瓜南石榴北,大连,不错不错👍,5.0,2018-12-02 21:21:51
丽水迈克尔轴承,丽水,剧情一般，比较老套,2.5,2018-12-02 21:21:47
aDq594829112,杭州,傲娇话痨忠犬,5.0,2018-12-02 21:21:47
AHX460444603,哈尔滨,挺好看的，就是选的英文版，有点费劲，哈哈,5.0,2018-12-02 21:21:29
lrS905056066,崇明区,特效很棒，故事情节一般，男女主角一般,5.0,2018-12-02 21:20:57
VpE316635204,西宁,一般，有点失望呀,2.0,2018-12-02 21:20:25
kQd992106238,乌鲁木齐,就是黑蜘蛛侠的感觉很一般,4.0,2018-12-02 21:19:48
战狼🇨🇳wolf,深圳,不错，非常不错,5.0,2018-12-02 21:19:38
若只如初見301,福州,刺激，惊悚吓人,5.0,2018-12-02 21:19:15
晓雪,哈尔滨,不错，科幻片，脑洞大开。LOW，然后开挂。,4.5,2018-12-02 21:18:59
Tiffany.W.完美,锦州,陪我的宝贝儿子看的😄，以为我会害怕，没有那么紧张😳，画面效果好的很，刺激！,5.0,2018-12-02 21:18:51
一夜之秋在于晨,常州,一般吧，特效剧情都没啥惊喜,3.5,2018-12-02 21:18:38
xxx,恩平,毒液好可爱！就是只会吃，估计上辈子是吃豆人。投胎投错了有个屁用啊！,5.0,2018-12-02 21:18:37
ャ  逐 月,汕头,刚开始像恐怖片，看到最后成了一部英雄电影，满分好评,5.0,2018-12-02 21:18:36
啦啦啦啦8672,南昌,很好看的电影啊，就是时间太短了后面菜单因为没看懂。,5.0,2018-12-02 21:18:30
孙,沧州,少一分的原因是我们没到他就开始了,4.5,2018-12-02 21:18:09
有童癖的月月鸟,深圳,二刷，看了还是不厌,5.0,2018-12-02 21:17:52
lkl298298,深圳,视觉效果很好,5.0,2018-12-02 21:17:21
温情先生乀,包头,很好看，真的很好看,5.0,2018-12-02 21:17:09
旧时花咖咖,焦作,挺好看的，不过女主这个角色定位真的很尬,4.5,2018-12-02 21:17:05
我叫凯文 ™,北京,漫威迷必看的，奶凶奶凶的 ,5.0,2018-12-02 21:16:24
Mj罗布泊,杞县,这部剧，让我猝不及防,5.0,2018-12-02 21:16:21
